date,city,city_zh,PM2.5,PM10,SO2,NO2,CO,O3_MDA8
2021-11-16,Dongguan,东莞,33.6,63.4,11.9,43.0,0.59,91.0
2021-11-16,Foshan,佛山,35.6,69.6,12.1,60.0,0.64,81.0
2021-11-16,Guangzhou,广州,35.3,65.7,9.3,49.8,0.64,80.0
2021-11-16,Huizhou,惠州,31.9,62.1,10.7,30.5,0.53,110.0
2021-11-16,Jiangmen,江门,40.2,80.8,11.4,77.4,0.76,82.0
2021-11-16,Shenzhen,深圳,35.0,68.9,7.4,38.7,0.62,132.0
2021-11-16,Zhaoqing,肇庆,34.9,57.4,15.0,39.8,0.62,100.0
2021-11-16,Zhongshan,中山,41.7,80.8,10.1,64.6,0.64,107.0
2021-11-16,Zhuhai,珠海,37.4,78.8,8.3,49.4,0.6,158.0
2021-11-17,Dongguan,东莞,33.9,55.7,10.2,32.3,0.56,70.0
2021-11-17,Foshan,佛山,28.0,52.7,9.1,40.5,0.53,58.0
2021-11-17,Guangzhou,广州,31.8,54.5,8.6,34.3,0.61,61.0
2021-11-17,Huizhou,惠州,33.0,55.8,9.8,23.1,0.51,98.0
2021-11-17,Jiangmen,江门,35.0,68.2,10.1,54.2,0.66,81.0
2021-11-17,Shenzhen,深圳,39.5,71.4,7.9,33.7,0.61,128.0
2021-11-17,Zhaoqing,肇庆,27.0,42.5,10.9,28.8,0.55,58.0
2021-11-17,Zhongshan,中山,41.1,73.7,9.7,56.2,0.63,98.0
2021-11-17,Zhuhai,珠海,43.5,86.5,9.4,56.7,0.68,152.0
2021-11-18,Dongguan,东莞,16.1,27.9,8.0,25.8,0.49,100.0
2021-11-18,Foshan,佛山,17.7,32.2,8.0,33.8,0.61,81.0
2021-11-18,Guangzhou,广州,17.8,32.5,6.9,31.5,0.62,76.0
2021-11-18,Huizhou,惠州,15.9,29.8,7.7,17.2,0.46,90.0
2021-11-18,Jiangmen,江门,21.5,39.3,8.1,35.2,0.6,113.0
2021-11-18,Shenzhen,深圳,20.0,40.7,6.6,29.6,0.51,117.0
2021-11-18,Zhaoqing,肇庆,12.9,18.2,7.6,17.5,0.6,64.0
2021-11-18,Zhongshan,中山,23.2,43.0,6.1,38.5,0.56,99.0
2021-11-18,Zhuhai,珠海,22.9,47.2,7.8,35.1,0.55,127.0
2021-11-19,Dongguan,东莞,27.4,47.5,9.7,35.4,0.59,112.0
2021-11-19,Foshan,佛山,28.8,53.5,10.5,52.5,0.71,66.0
2021-11-19,Guangzhou,广州,27.2,50.0,7.1,43.9,0.7,68.0
2021-11-19,Huizhou,惠州,26.6,46.2,8.7,23.3,0.57,113.0
2021-11-19,Jiangmen,江门,36.2,64.5,12.1,61.7,0.76,129.0
2021-11-19,Shenzhen,深圳,31.4,55.7,6.8,36.1,0.62,107.0
2021-11-19,Zhaoqing,肇庆,25.3,37.8,15.2,36.9,0.7,56.0
2021-11-19,Zhongshan,中山,39.3,72.4,7.6,59.2,0.75,137.0
2021-11-19,Zhuhai,珠海,38.5,66.0,8.4,48.6,0.74,143.0
2021-11-20,Dongguan,东莞,23.4,43.9,8.3,34.4,0.56,135.0
2021-11-20,Foshan,佛山,25.2,56.3,7.7,47.2,0.64,115.0
2021-11-20,Guangzhou,广州,28.8,56.2,7.2,44.7,0.7,126.0
2021-11-20,Huizhou,惠州,19.5,38.2,8.0,15.1,0.49,110.0
2021-11-20,Jiangmen,江门,21.4,50.8,6.8,41.0,0.6,107.0
2021-11-20,Shenzhen,深圳,16.2,29.5,6.2,16.9,0.5,100.0
2021-11-20,Zhaoqing,肇庆,37.0,62.1,13.1,52.0,0.77,98.0
2021-11-20,Zhongshan,中山,21.5,44.3,5.4,34.0,0.56,102.0
2021-11-20,Zhuhai,珠海,20.7,43.0,6.2,24.2,0.57,115.0
2021-11-21,Dongguan,东莞,25.6,58.7,8.6,34.0,0.57,133.0
2021-11-21,Foshan,佛山,24.4,58.0,7.0,44.5,0.59,105.0
2021-11-21,Guangzhou,广州,26.5,59.5,7.4,44.4,0.67,100.0
2021-11-21,Huizhou,惠州,21.9,49.3,8.1,22.9,0.52,108.0
2021-11-21,Jiangmen,江门,22.6,55.3,6.5,31.9,0.56,104.0
2021-11-21,Shenzhen,深圳,18.0,41.6,6.2,23.3,0.51,87.0
2021-11-21,Zhaoqing,肇庆,31.4,56.8,11.6,41.5,0.73,82.0
2021-11-21,Zhongshan,中山,22.1,45.8,3.5,30.2,0.57,68.0
2021-11-21,Zhuhai,珠海,17.7,39.8,6.0,20.5,0.55,98.0
2021-11-22,Dongguan,东莞,11.1,23.4,8.0,23.0,0.69,61.0
2021-11-22,Foshan,佛山,8.5,19.3,5.9,22.6,0.66,53.0
2021-11-22,Guangzhou,广州,8.6,19.1,6.0,19.8,0.74,60.0
2021-11-22,Huizhou,惠州,12.9,35.8,7.0,20.7,0.63,61.0
2021-11-22,Jiangmen,江门,9.0,26.4,5.8,26.2,0.69,48.0
2021-11-22,Shenzhen,深圳,13.4,28.4,6.5,24.7,0.67,53.0
2021-11-22,Zhaoqing,肇庆,4.7,8.3,5.8,14.9,0.71,60.0
2021-11-22,Zhongshan,中山,10.0,21.7,3.7,24.4,0.69,53.0
2021-11-22,Zhuhai,珠海,11.5,25.6,5.9,25.0,0.74,57.0
2021-11-23,Dongguan,东莞,19.8,42.1,9.2,21.7,0.5,58.0
2021-11-23,Foshan,佛山,15.0,47.3,7.2,29.0,0.49,58.0
2021-11-23,Guangzhou,广州,21.3,51.4,7.5,23.6,0.51,61.0
2021-11-23,Huizhou,惠州,19.1,45.5,8.0,15.0,0.56,61.0
2021-11-23,Jiangmen,江门,15.5,54.8,7.7,34.5,0.52,54.0
2021-11-23,Shenzhen,深圳,22.4,48.1,6.8,23.3,0.57,45.0
2021-11-23,Zhaoqing,肇庆,11.5,26.4,8.0,20.0,0.52,70.0
2021-11-23,Zhongshan,中山,13.3,48.4,6.5,30.4,0.48,43.0
2021-11-23,Zhuhai,珠海,15.8,44.4,7.4,29.0,0.59,50.0
2021-11-24,Dongguan,东莞,22.6,53.1,10.2,33.5,0.53,92.0
2021-11-24,Foshan,佛山,22.2,58.0,8.7,44.3,0.55,88.0
2021-11-24,Guangzhou,广州,23.5,60.0,7.8,39.4,0.53,88.0
2021-11-24,Huizhou,惠州,22.1,61.2,9.8,26.7,0.6,85.0
2021-11-24,Jiangmen,江门,25.2,65.7,8.6,49.6,0.57,103.0
2021-11-24,Shenzhen,深圳,27.0,64.5,7.5,33.7,0.58,95.0
2021-11-24,Zhaoqing,肇庆,17.8,38.1,10.0,28.5,0.54,85.0
2021-11-24,Zhongshan,中山,27.1,67.9,7.2,47.8,0.57,84.0
2021-11-24,Zhuhai,珠海,27.5,69.6,9.1,40.6,0.63,118.0
2021-11-25,Dongguan,东莞,26.0,56.8,10.2,47.3,0.59,89.0
2021-11-25,Foshan,佛山,30.0,67.3,12.0,59.8,0.63,90.0
2021-11-25,Guangzhou,广州,25.7,61.0,9.1,49.6,0.6,88.0
2021-11-25,Huizhou,惠州,26.7,67.7,10.1,40.3,0.64,92.0
2021-11-25,Jiangmen,江门,34.0,73.4,12.8,63.4,0.68,125.0
2021-11-25,Shenzhen,深圳,33.4,75.0,7.3,51.4,0.7,113.0
2021-11-25,Zhaoqing,肇庆,21.2,42.2,10.4,38.2,0.59,82.0
2021-11-25,Zhongshan,中山,38.2,80.0,7.8,69.3,0.8,80.0
2021-11-25,Zhuhai,珠海,37.5,84.9,10.2,66.5,0.78,141.0
2021-11-26,Dongguan,东莞,24.6,52.1,10.7,46.4,0.55,97.0
2021-11-26,Foshan,佛山,19.8,48.8,10.6,51.4,0.52,89.0
2021-11-26,Guangzhou,广州,21.3,48.2,9.0,41.5,0.54,91.0
2021-11-26,Huizhou,惠州,22.5,54.5,11.0,30.4,0.54,99.0
2021-11-26,Jiangmen,江门,21.1,53.2,11.3,55.6,0.55,99.0
2021-11-26,Shenzhen,深圳,30.7,67.4,7.7,46.9,0.63,106.0
2021-11-26,Zhaoqing,肇庆,18.2,34.2,9.5,35.8,0.57,90.0
2021-11-26,Zhongshan,中山,27.8,63.2,9.2,62.2,0.62,85.0
2021-11-26,Zhuhai,珠海,31.2,70.2,10.9,63.2,0.63,138.0
2021-11-27,Dongguan,东莞,24.3,48.7,11.0,40.0,0.49,112.0
2021-11-27,Foshan,佛山,23.4,52.2,10.4,48.4,0.55,100.0
2021-11-27,Guangzhou,广州,24.3,51.8,9.5,38.0,0.53,103.0
2021-11-27,Huizhou,惠州,22.2,51.4,11.0,28.5,0.51,106.0
2021-11-27,Jiangmen,江门,27.6,59.6,9.9,56.4,0.57,108.0
2021-11-27,Shenzhen,深圳,27.4,58.3,8.0,39.2,0.54,113.0
2021-11-27,Zhaoqing,肇庆,21.2,39.5,10.7,36.9,0.56,104.0
2021-11-27,Zhongshan,中山,30.0,63.0,9.5,61.1,0.58,125.0
2021-11-27,Zhuhai,珠海,30.2,65.5,9.8,50.8,0.55,155.0
2021-11-28,Dongguan,东莞,30.7,56.3,11.5,38.9,0.56,129.0
2021-11-28,Foshan,佛山,32.5,63.9,10.4,53.4,0.66,132.0
2021-11-28,Guangzhou,广州,32.8,62.0,9.5,42.2,0.65,122.0
2021-11-28,Huizhou,惠州,26.5,54.0,10.5,27.4,0.55,112.0
2021-11-28,Jiangmen,江门,36.6,69.7,10.2,56.3,0.65,138.0
2021-11-28,Shenzhen,深圳,31.7,64.1,7.8,40.0,0.61,119.0
2021-11-28,Zhaoqing,肇庆,31.0,51.2,12.0,39.6,0.69,121.0
2021-11-28,Zhongshan,中山,37.5,69.4,8.6,57.2,0.68,171.0
2021-11-28,Zhuhai,珠海,36.5,77.8,9.5,48.4,0.63,165.0
2021-11-29,Dongguan,东莞,27.9,52.5,10.6,40.0,0.57,120.0
2021-11-29,Foshan,佛山,34.4,62.7,10.8,46.7,0.68,128.0
2021-11-29,Guangzhou,广州,32.0,60.6,8.9,42.5,0.68,111.0
2021-11-29,Huizhou,惠州,26.3,53.6,10.3,30.0,0.58,104.0
2021-11-29,Jiangmen,江门,36.2,69.3,10.0,49.5,0.71,150.0
2021-11-29,Shenzhen,深圳,29.5,60.2,7.4,41.5,0.61,109.0
2021-11-29,Zhaoqing,肇庆,31.0,49.6,10.9,39.8,0.69,127.0
2021-11-29,Zhongshan,中山,36.0,67.6,8.0,58.2,0.69,117.0
2021-11-29,Zhuhai,珠海,34.5,73.9,9.5,46.7,0.63,173.0
2021-11-30,Dongguan,东莞,30.0,52.1,10.0,27.3,0.65,101.0
2021-11-30,Foshan,佛山,36.6,67.1,9.2,31.2,0.66,117.0
2021-11-30,Guangzhou,广州,39.2,68.0,8.5,29.0,0.73,111.0
2021-11-30,Huizhou,惠州,26.2,52.3,9.4,16.6,0.57,107.0
2021-11-30,Jiangmen,江门,37.3,72.7,10.0,35.7,0.66,124.0
2021-11-30,Shenzhen,深圳,31.0,61.9,7.5,27.8,0.63,103.0
2021-11-30,Zhaoqing,肇庆,27.8,41.5,8.2,21.7,0.61,112.0
2021-11-30,Zhongshan,中山,39.9,72.4,6.1,37.7,0.68,120.0
2021-11-30,Zhuhai,珠海,36.6,83.2,9.3,38.3,0.7,134.0
2021-12-01,Dongguan,东莞,15.9,34.4,10.0,21.2,0.46,91.0
2021-12-01,Foshan,佛山,17.6,47.9,8.6,25.8,0.49,92.0
2021-12-01,Guangzhou,广州,18.8,42.4,7.9,22.8,0.49,92.0
2021-12-01,Huizhou,惠州,15.3,46.2,8.6,14.1,0.49,95.0
2021-12-01,Jiangmen,江门,14.9,49.6,7.2,28.2,0.49,89.0
2021-12-01,Shenzhen,深圳,17.1,46.4,7.2,18.1,0.43,88.0
2021-12-01,Zhaoqing,肇庆,14.3,30.8,8.0,19.3,0.48,99.0
2021-12-01,Zhongshan,中山,16.8,48.5,6.4,25.7,0.4,88.0
2021-12-01,Zhuhai,珠海,23.8,51.9,8.2,24.7,0.43,113.0
2021-12-02,Dongguan,东莞,18.0,45.7,10.6,35.2,0.47,87.0
2021-12-02,Foshan,佛山,19.2,50.5,10.1,44.8,0.49,81.0
2021-12-02,Guangzhou,广州,18.6,49.4,7.8,37.0,0.48,83.0
2021-12-02,Huizhou,惠州,16.1,48.4,9.6,25.4,0.5,88.0
2021-12-02,Jiangmen,江门,18.6,54.4,8.2,48.8,0.51,86.0
2021-12-02,Shenzhen,深圳,19.4,55.2,8.0,33.5,0.44,88.0
2021-12-02,Zhaoqing,肇庆,19.3,38.3,10.4,34.6,0.56,91.0
2021-12-02,Zhongshan,中山,19.2,54.6,7.6,47.0,0.48,74.0
2021-12-02,Zhuhai,珠海,20.0,56.0,9.5,40.1,0.46,105.0
2021-12-03,Dongguan,东莞,17.4,38.6,9.8,38.9,0.44,87.0
2021-12-03,Foshan,佛山,24.8,57.2,11.3,53.8,0.51,91.0
2021-12-03,Guangzhou,广州,19.1,48.5,8.4,42.2,0.49,92.0
2021-12-03,Huizhou,惠州,15.4,41.8,10.7,21.3,0.47,90.0
2021-12-03,Jiangmen,江门,22.1,58.4,9.3,59.5,0.55,89.0
2021-12-03,Shenzhen,深圳,18.5,49.8,8.0,36.0,0.43,85.0
2021-12-03,Zhaoqing,肇庆,20.6,39.2,10.2,36.0,0.59,96.0
2021-12-03,Zhongshan,中山,22.6,57.2,9.5,57.2,0.5,77.0
2021-12-03,Zhuhai,珠海,19.3,55.0,9.3,46.5,0.46,102.0
2021-12-04,Dongguan,东莞,24.6,51.0,10.5,43.8,0.51,111.0
2021-12-04,Foshan,佛山,25.2,53.1,11.3,57.2,0.51,94.0
2021-12-04,Guangzhou,广州,23.0,53.2,8.0,46.8,0.49,96.0
2021-12-04,Huizhou,惠州,20.5,48.2,10.3,29.7,0.51,102.0
2021-12-04,Jiangmen,江门,26.1,57.5,8.3,62.0,0.58,87.0
2021-12-04,Shenzhen,深圳,20.7,48.6,8.1,34.4,0.45,108.0
2021-12-04,Zhaoqing,肇庆,22.7,42.3,10.1,36.6,0.57,105.0
2021-12-04,Zhongshan,中山,30.1,65.9,9.0,62.0,0.52,124.0
2021-12-04,Zhuhai,珠海,19.6,47.1,9.5,41.1,0.46,107.0
2021-12-05,Dongguan,东莞,28.8,57.3,11.2,49.7,0.57,110.0
2021-12-05,Foshan,佛山,32.6,66.2,12.9,63.8,0.6,107.0
2021-12-05,Guangzhou,广州,28.0,59.5,8.7,52.0,0.56,107.0
2021-12-05,Huizhou,惠州,27.5,61.0,10.3,34.9,0.5,114.0
2021-12-05,Jiangmen,江门,35.3,71.1,11.7,67.5,0.65,114.0
2021-12-05,Shenzhen,深圳,31.5,69.5,8.3,45.3,0.58,121.0
2021-12-05,Zhaoqing,肇庆,25.3,43.5,11.0,41.0,0.57,112.0
2021-12-05,Zhongshan,中山,38.2,73.2,8.8,63.0,0.55,101.0
2021-12-05,Zhuhai,珠海,32.2,72.8,10.0,53.7,0.58,139.0
2021-12-06,Dongguan,东莞,27.3,52.7,10.2,46.9,0.57,99.0
2021-12-06,Foshan,佛山,31.4,61.8,12.2,60.2,0.6,108.0
2021-12-06,Guangzhou,广州,28.1,55.4,9.2,45.6,0.57,114.0
2021-12-06,Huizhou,惠州,26.1,56.2,10.5,34.6,0.51,107.0
2021-12-06,Jiangmen,江门,30.7,62.3,9.5,60.0,0.66,102.0
2021-12-06,Shenzhen,深圳,27.8,59.5,7.8,44.0,0.58,107.0
2021-12-06,Zhaoqing,肇庆,24.4,40.9,11.6,39.7,0.58,106.0
2021-12-06,Zhongshan,中山,33.2,62.6,8.4,60.6,0.6,107.0
2021-12-06,Zhuhai,珠海,28.6,64.9,10.3,52.3,0.58,139.0
2021-12-07,Dongguan,东莞,29.0,54.2,10.5,49.0,0.6,111.0
2021-12-07,Foshan,佛山,32.3,63.0,11.8,64.5,0.61,105.0
2021-12-07,Guangzhou,广州,29.0,58.6,8.7,52.6,0.6,104.0
2021-12-07,Huizhou,惠州,24.2,52.5,10.6,27.1,0.47,103.0
2021-12-07,Jiangmen,江门,37.7,71.2,11.4,68.3,0.74,101.0
2021-12-07,Shenzhen,深圳,27.4,59.9,7.3,39.5,0.58,104.0
2021-12-07,Zhaoqing,肇庆,25.4,41.7,11.9,39.0,0.58,110.0
2021-12-07,Zhongshan,中山,36.7,69.9,8.9,71.2,0.63,113.0
2021-12-07,Zhuhai,珠海,31.8,66.7,10.1,57.0,0.56,129.0
2021-12-08,Dongguan,东莞,37.8,76.7,10.5,60.1,0.68,147.0
2021-12-08,Foshan,佛山,43.5,84.5,13.3,75.5,0.75,135.0
2021-12-08,Guangzhou,广州,40.4,85.4,9.4,69.6,0.81,122.0
2021-12-08,Huizhou,惠州,25.8,61.3,9.3,26.1,0.47,143.0
2021-12-08,Jiangmen,江门,55.8,106.0,10.6,79.8,0.9,192.0
2021-12-08,Shenzhen,深圳,24.4,57.4,6.5,29.0,0.54,134.0
2021-12-08,Zhaoqing,肇庆,30.2,48.8,13.0,44.2,0.68,126.0
2021-12-08,Zhongshan,中山,35.8,72.8,5.1,44.5,0.52,182.0
2021-12-08,Zhuhai,珠海,21.2,50.6,7.8,26.8,0.47,139.0
2021-12-09,Dongguan,东莞,35.5,70.8,10.0,49.2,0.66,140.0
2021-12-09,Foshan,佛山,46.3,91.5,10.1,73.8,0.74,156.0
2021-12-09,Guangzhou,广州,41.8,86.1,8.8,65.0,0.77,138.0
2021-12-09,Huizhou,惠州,31.0,64.7,9.3,34.0,0.51,132.0
2021-12-09,Jiangmen,江门,48.4,92.7,8.4,61.6,0.81,176.0
2021-12-09,Shenzhen,深圳,29.4,63.4,6.5,38.3,0.57,150.0
2021-12-09,Zhaoqing,肇庆,45.0,68.8,14.7,50.4,0.81,157.0
2021-12-09,Zhongshan,中山,34.5,69.1,5.6,42.6,0.54,190.0
2021-12-09,Zhuhai,珠海,27.8,64.4,7.5,33.2,0.52,167.0
2021-12-10,Dongguan,东莞,43.8,76.5,11.2,59.6,0.7,141.0
2021-12-10,Foshan,佛山,49.8,91.7,11.0,76.0,0.79,140.0
2021-12-10,Guangzhou,广州,43.2,77.9,8.9,62.1,0.8,122.0
2021-12-10,Huizhou,惠州,32.8,63.0,9.3,34.3,0.54,123.0
2021-12-10,Jiangmen,江门,56.7,105.6,10.3,74.0,0.87,156.0
2021-12-10,Shenzhen,深圳,26.2,53.1,5.9,38.0,0.6,110.0
2021-12-10,Zhaoqing,肇庆,44.9,66.5,14.0,46.9,0.85,158.0
2021-12-10,Zhongshan,中山,43.4,74.7,5.2,51.8,0.63,165.0
2021-12-10,Zhuhai,珠海,30.8,64.8,7.4,40.3,0.57,130.0
2021-12-11,Dongguan,东莞,33.6,67.3,9.8,52.0,0.64,126.0
2021-12-11,Foshan,佛山,56.2,108.2,11.9,82.5,0.89,136.0
2021-12-11,Guangzhou,广州,44.3,89.5,8.1,69.5,0.84,111.0
2021-12-11,Huizhou,惠州,28.0,59.6,8.5,34.9,0.54,116.0
2021-12-11,Jiangmen,江门,59.5,109.3,9.7,89.7,0.97,142.0
2021-12-11,Shenzhen,深圳,24.7,54.7,6.2,33.2,0.58,141.0
2021-12-11,Zhaoqing,肇庆,46.4,68.8,13.3,51.3,0.85,149.0
2021-12-11,Zhongshan,中山,38.0,76.3,5.7,53.1,0.63,173.0
2021-12-11,Zhuhai,珠海,21.4,50.8,7.2,31.9,0.52,141.0
2021-12-12,Dongguan,东莞,50.5,92.0,10.9,50.7,0.72,116.0
2021-12-12,Foshan,佛山,58.4,104.0,11.5,63.4,0.95,121.0
2021-12-12,Guangzhou,广州,53.5,96.0,8.8,47.8,0.9,114.0
2021-12-12,Huizhou,惠州,36.8,64.0,8.8,29.2,0.59,117.0
2021-12-12,Jiangmen,江门,61.0,108.4,10.2,64.9,0.97,133.0
2021-12-12,Shenzhen,深圳,32.1,57.3,6.5,31.4,0.66,124.0
2021-12-12,Zhaoqing,肇庆,43.0,61.2,10.4,34.0,0.82,125.0
2021-12-12,Zhongshan,中山,50.5,87.8,6.2,47.3,0.74,164.0
2021-12-12,Zhuhai,珠海,43.8,87.4,7.8,42.1,0.69,170.0
2021-12-13,Dongguan,东莞,41.0,56.3,9.7,28.3,0.88,97.0
2021-12-13,Foshan,佛山,30.4,51.2,7.2,35.5,0.96,104.0
2021-12-13,Guangzhou,广州,35.1,52.9,7.6,31.9,1.06,92.0
2021-12-13,Huizhou,惠州,52.0,70.8,8.5,26.7,0.91,104.0
2021-12-13,Jiangmen,江门,32.8,59.1,8.2,40.7,0.99,117.0
2021-12-13,Shenzhen,深圳,55.0,81.6,6.2,29.6,0.97,109.0
2021-12-13,Zhaoqing,肇庆,25.0,33.8,6.9,23.9,0.93,103.0
2021-12-13,Zhongshan,中山,48.8,76.0,7.0,42.1,0.98,103.0
2021-12-13,Zhuhai,珠海,58.1,95.0,8.3,36.3,0.93,140.0
2021-12-14,Dongguan,东莞,36.5,60.3,10.0,45.8,0.81,123.0
2021-12-14,Foshan,佛山,42.5,74.2,9.1,66.3,0.97,118.0
2021-12-14,Guangzhou,广州,38.5,68.7,8.1,57.8,1.04,101.0
2021-12-14,Huizhou,惠州,33.0,57.9,8.6,32.0,0.82,112.0
2021-12-14,Jiangmen,江门,48.4,83.0,10.3,71.6,1.05,117.0
2021-12-14,Shenzhen,深圳,41.0,70.7,6.5,47.0,0.94,127.0
2021-12-14,Zhaoqing,肇庆,38.3,54.7,11.5,43.0,0.95,122.0
2021-12-14,Zhongshan,中山,45.9,80.2,7.8,67.1,1.0,145.0
2021-12-14,Zhuhai,珠海,48.3,84.5,9.1,56.8,0.93,163.0
2021-12-15,Dongguan,东莞,46.0,74.8,10.0,56.6,0.81,92.0
2021-12-15,Foshan,佛山,63.0,109.2,9.6,88.8,1.06,76.0
2021-12-15,Guangzhou,广州,47.8,85.4,7.8,67.8,1.05,75.0
2021-12-15,Huizhou,惠州,36.3,56.9,8.6,33.1,0.7,74.0
2021-12-15,Jiangmen,江门,77.6,120.2,9.3,88.5,1.11,114.0
2021-12-15,Shenzhen,深圳,22.8,39.3,6.2,29.9,0.73,70.0
2021-12-15,Zhaoqing,肇庆,60.0,82.2,13.8,60.2,1.01,74.0
2021-12-15,Zhongshan,中山,52.5,85.8,6.4,64.0,0.87,90.0
2021-12-15,Zhuhai,珠海,36.0,57.0,7.2,38.9,0.69,97.0
2021-12-16,Dongguan,东莞,34.8,59.6,9.6,43.9,0.74,150.0
2021-12-16,Foshan,佛山,48.0,89.5,8.9,66.2,0.96,56.0
2021-12-16,Guangzhou,广州,35.2,61.1,7.1,50.5,1.0,60.0
2021-12-16,Huizhou,惠州,24.2,48.9,8.5,30.4,0.64,78.0
2021-12-16,Jiangmen,江门,68.1,116.0,9.0,80.6,1.09,116.0
2021-12-16,Shenzhen,深圳,16.2,35.2,5.2,26.8,0.68,66.0
2021-12-16,Zhaoqing,肇庆,52.1,75.1,9.8,48.9,1.01,46.0
2021-12-16,Zhongshan,中山,46.8,83.6,5.6,63.6,0.87,65.0
2021-12-16,Zhuhai,珠海,29.2,57.3,7.4,44.8,0.64,95.0
2021-12-17,Dongguan,东莞,15.0,28.2,10.0,25.6,0.74,72.0
2021-12-17,Foshan,佛山,16.6,35.2,6.2,27.0,0.82,64.0
2021-12-17,Guangzhou,广州,16.8,32.0,6.7,23.2,0.94,62.0
2021-12-17,Huizhou,惠州,14.6,32.2,7.8,18.1,0.68,74.0
2021-12-17,Jiangmen,江门,18.7,46.6,7.8,37.0,0.89,69.0
2021-12-17,Shenzhen,深圳,16.3,35.4,5.4,22.3,0.76,68.0
2021-12-17,Zhaoqing,肇庆,13.5,23.2,6.7,20.8,0.81,81.0
2021-12-17,Zhongshan,中山,18.6,47.2,5.2,38.0,0.85,65.0
2021-12-17,Zhuhai,珠海,21.3,46.5,8.0,39.1,0.77,83.0
2021-12-18,Dongguan,东莞,34.6,51.5,12.2,22.2,0.74,93.0
2021-12-18,Foshan,佛山,30.4,59.6,7.5,29.5,0.7,96.0
2021-12-18,Guangzhou,广州,39.1,62.9,8.8,24.6,0.83,92.0
2021-12-18,Huizhou,惠州,40.4,58.8,8.8,19.3,0.74,95.0
2021-12-18,Jiangmen,江门,29.4,64.2,8.5,42.3,0.75,90.0
2021-12-18,Shenzhen,深圳,38.6,61.0,6.4,21.7,0.85,89.0
2021-12-18,Zhaoqing,肇庆,22.6,35.2,7.4,20.5,0.65,99.0
2021-12-18,Zhongshan,中山,30.6,60.8,7.5,35.4,0.73,82.0
2021-12-18,Zhuhai,珠海,34.2,64.9,9.1,31.6,0.75,120.0
2021-12-19,Dongguan,东莞,26.4,51.2,13.2,27.7,0.6,83.0
2021-12-19,Foshan,佛山,29.3,62.6,7.7,41.6,0.6,75.0
2021-12-19,Guangzhou,广州,29.0,57.6,8.7,33.2,0.67,76.0
2021-12-19,Huizhou,惠州,27.8,57.1,9.2,23.8,0.58,83.0
2021-12-19,Jiangmen,江门,27.7,63.5,8.2,49.0,0.58,70.0
2021-12-19,Shenzhen,深圳,30.0,58.0,7.2,25.7,0.69,77.0
2021-12-19,Zhaoqing,肇庆,30.2,53.2,10.3,31.5,0.61,88.0
2021-12-19,Zhongshan,中山,30.7,64.7,10.1,41.5,0.58,81.0
2021-12-19,Zhuhai,珠海,32.0,63.8,9.7,34.5,0.62,93.0
2021-12-20,Dongguan,东莞,27.2,50.7,11.9,38.9,0.64,58.0
2021-12-20,Foshan,佛山,31.1,52.2,8.6,55.4,0.64,53.0
2021-12-20,Guangzhou,广州,28.8,55.9,8.2,44.8,0.74,53.0
2021-12-20,Huizhou,惠州,25.5,42.7,7.1,28.8,1.09,58.0
2021-12-20,Jiangmen,江门,32.3,53.8,7.2,62.7,0.62,45.0
2021-12-20,Shenzhen,深圳,25.0,48.4,6.0,33.1,0.69,48.0
2021-12-20,Zhaoqing,肇庆,26.2,43.6,12.9,35.3,0.61,70.0
2021-12-20,Zhongshan,中山,33.3,56.2,6.8,52.5,0.6,46.0
2021-12-20,Zhuhai,珠海,27.8,59.5,7.9,43.8,0.64,56.0
2021-12-21,Dongguan,东莞,8.0,12.2,9.2,24.3,0.6,43.0
2021-12-21,Foshan,佛山,13.9,17.0,4.7,31.3,0.62,44.0
2021-12-21,Guangzhou,广州,9.6,17.1,5.6,28.1,0.71,43.0
2021-12-21,Huizhou,惠州,6.6,9.0,5.2,15.1,0.55,49.0
2021-12-21,Jiangmen,江门,12.5,18.1,5.5,32.0,0.54,47.0
2021-12-21,Shenzhen,深圳,7.0,11.6,5.0,23.5,0.71,38.0
2021-12-21,Zhaoqing,肇庆,7.0,9.9,5.9,21.7,0.58,46.0
2021-12-21,Zhongshan,中山,17.2,20.0,3.9,37.8,0.64,32.0
2021-12-21,Zhuhai,珠海,12.8,21.4,6.3,31.5,0.66,45.0
2021-12-22,Dongguan,东莞,17.2,30.2,10.0,26.8,0.56,108.0
2021-12-22,Foshan,佛山,20.2,35.2,7.1,40.6,0.66,76.0
2021-12-22,Guangzhou,广州,19.8,36.2,7.1,36.1,0.73,80.0
2021-12-22,Huizhou,惠州,12.8,20.4,4.8,15.2,0.44,61.0
2021-12-22,Jiangmen,江门,20.4,35.6,7.5,43.5,0.62,87.0
2021-12-22,Shenzhen,深圳,14.4,26.8,5.0,26.2,0.69,73.0
2021-12-22,Zhaoqing,肇庆,17.3,26.7,7.4,26.5,0.68,60.0
2021-12-22,Zhongshan,中山,21.4,41.2,6.8,44.7,0.64,77.0
2021-12-22,Zhuhai,珠海,24.2,41.8,8.0,36.1,0.58,127.0
2021-12-23,Dongguan,东莞,24.6,41.6,10.5,34.2,0.64,29.0
2021-12-23,Foshan,佛山,33.5,61.0,9.0,61.0,0.76,15.0
2021-12-23,Guangzhou,广州,30.1,54.6,7.2,48.3,0.81,20.0
